index,plaintext_hex
82,6f16f47a8e7d290c006a52e95c82fd25348f04ff34e7c6ce95547e971466f22d52dc230b55a46545fa186ea1cd8ebabe1b35eb95c18d53e34db8437c7662a53340f9f534cea1be5c66163c1620f9fe43c852b2f34a9700e1f14f9c98fa614468feb17f12c030ccbf94f97514a459a3115c56b347f6bb1db29a40288c2764e27e4dd961bb91121667ceedd5bf23e434d346b31827554cc4b12c78708ba93d834f97368d0652fa3173826cae78ac1086964a034cd50874296e6b172e99053a1117a9d8a7595b2e3bc63c29d69dda97452bdf747556dc71ed65f87a2b40b4900846a1ed74c36975cb3ff307ce980f56fcba80dea7095c1af0254387cdc352c04c04
83,cd2ede612f0cc8877148daa691845dec0f42f003a59f5e7c9cf41542bd115f8d9abc5761bbab5ea689a56a8c4130831f33ab564f37b9d7e3ce1bfed801c159b825295ad42efc91c8da1c8192a201dfdefaa6084a4538c3b4158db4294ac369710e153a87777ed75154b7e955a89526e3e425652956efd2fd4ca7ae47ae33ff04ee84a1b8a77d46016606c51b721b264b2ce63c365916b7da7e2652df6de592cc330441bed4cd82c806e8001d95fb2290ec3358973aaec0428bb4371004bb8e4443404de6e49acd6ae9133e3dadeb8d5b337143e232af98fd75de467397ba2d8ed049ceb83c24f3f797f30c6f8047b3038d8212ddac86eacfac777f2b37371c9c
84,dcb21d611a6ff0fb4207cb0f4f2c9122979c61746355e869282dd1e800c4c73a175ca197fef7838ddd06990a16a9f3ad9dd05e3da2a654bdc4800c59d3ed8ceac5b0ef8343b8061ac67f51c4c764e03350ec2218d462b3741a4ae5551ae73edd1d46cf0c6175ad4cece5ed0a22c9bd839a4b7e36fa3f744d03bfb9dc82642668d9c6a6bbcbc88d0fe39442eb01adc4e1cda8c985389d8c37e4d352958e3ab8525e7902eb07b15503a708464cc31c79d3d25906591c5ab88831f5a824c85dc5dc96f373a43e49035d2264e602cc42b84d5e9c10f8d03c883afe2eca62b9b8762230f9b78630db1d6cbc39f7c91498e6c82549ffcc2f291c463acb3363e6819387
85,92074a2a022e70f6b773df8b6975a1812682c91df5ed7a68e799866a02d4dbdc4ff1a44e478ea228825b0aba40bbd2ad48238eb275766a51e94664fb2fad96493d67dd2deade4be59500176cde43c71afa1b7acca6e0057a5059019fbc0a7fcf2cd2540359859694e5ce98e717bbb7ed706cb4665585414826bb905dcd655559febd10b7a8b252bbd8a4b72329a17797ce1e8ac32f3cea245d1fb8e08720bb339c218c31a825290967de11d26fa0ebe4c2af3ec503ef78ef5544b8da5795d387c384b9a69a7493dd73bff471d3c4b53b2c045cca7743061a7b1b1efeb16be531543e8e4c6280cb553294217b7878138cabfa67e784609ced0ffab9e1e44b9994
86,bdc2c00d17c81603969a5acc14183400fc2aa83af9e0d6b071c7ee77747a33f6f4e7ed7d051d7fa68dcd781d175e0f738a24a31a3e67a3c2b43dc79c0ba1efb8dc0160200a841f4ab6ab0824dad394a9df247971c9e5e2a9b983b46de815e37c5832409240d19f83a28f7ef2edd7b9a6f7e93d156733330562b815e18d662146d422b53f1721f9843605bd8b17dc3e9e4a2f785d14fb2432a8da34397396c840d2374655d462d6fa3b13f409bcbfd2fea1a3999a11ecafa3ea2454f2df464ad082f43b470754b489b007f3d01897b57a31026b475a58307fc44aafac62ae3fc76186768c350f12aaa507d0a1bff7e9ac98025f854294a9d8bf7cbf76e28d206b
87,ca7aea79194c52026f0001cf0008dd1127fbb8ac77e9754d9fa1753d2cda24c01aaf586c22dd9cbba8b84c630882b86e12a08d6ed061d2896f565a8dea659d087c27dd225e851f4f1a476eb627a4e9bcd319929b229aa43ed1ed69fde24759fac61eeeb9186ee9bd93d87e2585d178f4e10e94dbb62aaa29709f5fef5a92a2dde6614f1557b3e22fed52d75919d6498b1e09041c2253b31ecce61d8fb948feb5003a19150c1f59f5ee811f9f705395bd40041ecff7bcc5255e4872ca8da72b541030669615b566417c166f0dc3b6dcb7df292323aa916327af909ec2e5db74d2d96ae7ce6f077b98bd618a351f4621cad2fffe44d3a6837fa65ddabe959ea5cb
88,ac99e4d68cb9afe4b0dc9f83a1d37b7067fbeb7a0c2309e6e29e722f1dfc68fbc5a17fbf9c1b01987e3acc33b1fe945e93c54c04e233767cade4d7a1340b9925c7add18f5d613b05402c20e1da7d9581fa138c55f48d4c18fabd8cf6e24e063db6e5bd55f28e1f8ea9ff0b4a0568f03f6d8c162230a5f10455473e4b24c96dd5e359f3d14fc04e4351c9657d426a1b61ad10c7b286ebdf4e7ddd324170e46a0f13e8712273c33545905a0fda91585c6d8f95a06fde948eef3f97c7dae8da3f7c87e1dd2381770a66c742751641210424e21a60751b7394aa6b5d16c5ba01f8f24f4a2a20cbd63d2787245f770a00528c90051dc78eb05ae5026e61c673eeb75f
89,3d563a5bd1b9677f865653d9a49682ba3a8990eeb4ddafffa74a6df2bb9edaf5fcd843a7947e883d3ba81d999a5ffdcf4e096e0059c2a7b97bcbb72f140fa8bb941581b3b69da82b5477cad5bc32dd4486b01e60f94a95a2a2dd11a681df6b591e59de7d7a3c6925a15d68cddda63f6a48ddd11e7a10bc56306bb81c24ea2aaa11f50784142e92e0a3153615e5b26365048dd853db42accb9e0cc17eba99d228a06e56de9a8e56ad5a2beed50066e7ea9e571ea25bf00df6717ade519bdd329ec15e923ab1a65ecf21270320cd1552de6007035507bfb0125dd48dfbb410323ce1e456911fa702a41f0dcc178f5f54289ca4ef1cbba7a66c24f04db34e6f327a
90,b9e3aabdc358adbadc822b088fcc97a8d92c0f78b92083e191aa879522d294098740337705e6c5a2307be9a6de6c5af0dc15b5eb5e6dfaac390445056fdabbd333d3039a8eef8e89b970edfc430f3779bb54cf1a7a60135256ebec31e45fa2db84c3908b0635edea70012816bdb6a864a51ba666260b4018a08f88df15cc04cf3322fd1c9568e20d8a3e75507541a87469dd2b5bf56890a8e87eef51543e9ceaf909843fcfc62a712c0e9c24d878aa732bc00be0bbbb8089428474cbc13cb9d88c21be25e9ecdca2a8408e58bda91ae753cef385d04ed2c23875269a52262a0a8fa923d8b53a77eae4bbca3d02a73ab1a42dd4c1667f71c93021c11f5d7f6fc8
91,631555fa8f4ebe4c79f07b47ba9637c69d3fc0cd6364d10f8c6cd4f4da56f7014b8b6c563925f75ccea4cd5b1569187052632291caa7a5a493d81f5ec2883eac862e61d88e47770d61cc58a772a53bcb7722db1c044aadf76db53c521f2029af2e2d9e63348459adfe1a8f362547fcd7d96c59f991f5345aa6e438463be122ef43fd38b4279b92858d44b551c600169bfdc7a48ade6c891ffe8831bfa1f1297d1ff2048efb369385942f04cca2939af6d079348a885d5aae4c547b0c6e547f7856e635cfb64b5ae1b92f6c393cac48a33f38df75ec92f26f1e63145b64a76f72cb2e4b767b9189babeb236297fabf38cbbbcdc369d3826c63e48f287da28129d
92,c7b2f1651b80f5dd9fa08458c1de21091fb1e57cb58114ac353a75b9504bfc71efd2a22eaf6d904292d8d1a1850fd5781129a14095db9eef4a8260180c61c818f0b66047478938cfa0a58f588d6a34467fb980431d621a365bb214b23d9cb21e94248aa32147e11456358ea35bf81859a860f19a16a99efa5b825f9c30ef7f93df8e4af897d946502fe49cbf85443066579d020154f85efaa700dbed92c5eaddc8bddac89993fc49493d8dc7c2b437df040a478038089a63dfe6c1ec789b31c5a9c5a50f28d912fd90b8818d91dde4283e2c11467623f2c12c52a84f5db040372f8f553a61f3f99ba404facd6750f3c4d4749083e612f3258ccc958d4a07d8c6
93,53b83496691b50dd525af5b8fd4df1249422f010f4d56e0f2923ec9339e19497bb9621c8ee6e8674047f8561262e6d99e76e964daed87a667a182a4ddbac393e87986d98cbde6d86476f5e9db2a8088641cfb36aa7c6f3148bc6242f8be4f0572afcf632f0964855a3c3a75c9e614369cb15a77e8d8957c11036ba6ddd0dbe4f31502c134ddc6a01e8a9d5d01c2587a5303ace971732204e1864b375385370c778f1c15aaea9829e1a43bd88217dffa0ceea6e8bc75bb46eb784a77550e527b00178a95f6b76ac397511f2c09b9eb8fc6d6e05abcaf37dfe3b95ab9328c62b0a4cdb3e431abcd440680e9da18bb068c488313e78eee29e8b95565dcfb159336d
94,24381c6787c143695226dd56342a709ffac1cd277c53e05c352f1e10898aa21af19c3943448e9c137bff60512b5e45ee353e9dc4057f2e4e17f74cdb800040953262d227d086aef4813f7fc77f4d9e740b3cce72d3cf2fc58dbf7ccac887785c78d8129a93ed95fde619fe1b12cca7b4ca2c4ec76f98beb924669f983235cda5969eadb064cd21d616e8ac3176d81942955579f139cc64260596389169a525e7c903c1d9a748747fb91e01fdc6ca542bc511c38e4632897e25d4563735cada54b296f533594bbac24a7147819fb9ba723b7154ef68155048e7346766beae6df0c920fe83a79b2cd1449409318f4e34750d71ca6938fbeebae0d4a754493f34d2
95,08604dac98d576b21041fcd6997b2895af0ddff0c77d14ea05cbf4bd1d063788c92724be790b8d810f9992de8077513022323ae6fc60c4275bdc9be27e468ba747615b3586e08a9607a20f161a9619a5261cc31de9b00d0a24afea27ff10101dd0f0b98ec8d1be043122112f6ba219994e05324cc14dfe5c6da5f432b3372691c8a460d36a178e7f3a8275a3011a6ecef5b1a8b576408240ec457699bd6d0e25b59efb1dff46746d494a56919fb8d7afbcad728696f4a3800d2060d44b0d723d468c07ed1db6c40c3f077de7441d685c45853822d4318ffe6a277749b36595b9c59525d2e822be0febf4e6b68e1657af163a9e9995d7b186008986d39f39b117
96,03a41b0269d8db214ad9c30a2b947c4f6d57bfa066f452543510be00ebd95be0d0820fb7b32ef152a356227cba9bf76acfe230a7960668c8a5643974a69f161e3cc13ab9b11bfe26c56a2be1442138a3680faca6f8f08a3361c4d780e1ae3d70dbc873ffc222973f75cb5d2655914694306d931ccbe7aade43eae0c1c63ff9e07d3ca6746002a9fde91edaf17171def1e21121465dbee68127d665cccadfbbf5c5c91fc78c4ef0b6217df57a002c35b156ecf3cb642b15c07887b4eca75f4dd0ef51bed84a1782ef80352260dee06ae2469203027023097bf72690d4398fe5b263351e9d7e76d49aa7a4274252d82927ad21db79a5edb014cb5394b52cbedae6
97,e2d8ea5c6659d3dc4c0ab4f48b0f9a484cadee73c55296cc1b57942a704db263e23dc9d923f5b7c971731866874a7ee30f95b9344ef091d61d193cb3e6bfd92b01fcd928f4e9c5ac5908567ffc1b86d620bcc30872124b3dfa913cb8c4afb7619eb7cc796bf66af0c391f26580dc4f6d788e53b8ab83bf0118fec7f6291e779668a0fe20cd6f6722e5a87fa0a1aabcae184bdf06c8b034944abe4157a322909424ab62841e21156d008ba5649c4f62cad580455618b38f57be9209f953cd09205c9083cb699502e7260ba306cb2a14b896e8f2bf7435b6ce7f593c0a475f42e338b23bfb90a47117855fff9c9a9b4327de0074e9281e8fc3dbf1207afa71bdbf
98,d05fa18b65fab7a2559cb88287615d8d930bb69d326e0a90fbae3ef36c505574e5016f5443681f79803685aa75bef0b57b727968158526c9511c10411558f9a5a393ab2eab83bab36cc4b82e82b41c8623cba2bb64d209287f9f4a559e74c300806fb30df3798d73b83505471d47cbd5b80c25e82c03359b2d8411882253836710a0a521a42e57ff83c6e38a0ae90572d09c41c56d1143e1ac22dcba7d1b96c33d6978f29b0e63ed6da7d26144752d2ca1ea5d5da04a429a0e3eba78b64141cf46615177651e4deb9c9bdf5da42a3e85d329a3f2a85e8af90361e5f16b2118388475f3abf36d8ebeb35564be6c5a426043eccddbcd21f5858039fe369ef542fc
99,d565c7d85b1ba76508c7bb86be4ef5ad39f3467181d99b12988bba9863d5b5e17150d24384e0a7e2b52d8d7e9e16c818e52f06bc32d684aabd37192774dcfaee585e3527804bd463e3f922ce52eef8227815b2d4be82e2319b395d43ce80abf3d5bbbb9c52457bdb5a2bc3e6768dce22d2aeae2308093d929045e96aabdc3d6b2f7b8fc8f58c32fe44a5eec003c4dbdc8ad18843be6abe0154e028c16904da53fbd70ca140a470d124945f11fd70a7f71e0f51702a2d6eac0e9aa1c1daf677eb3b5a710feb2ad9b42f95397e9aa7ba27c752e822dc768ef7d8c86fc8207a6673881f99e1d5856c399f0fbd17c12ffef50742262ede66166e17466cdf47924859
