sensor_id,x_m,y_m,lat,lon,road_id,sensor_type
S0872,1059.0,792.0,12.9562126,77.5797443,road_023,occupancy
S0873,3305.0,3810.0,12.9834018,77.602899,road_024,speed
S0874,2695.0,2022.0,12.9672937,77.5966103,road_025,volume
S0875,4608.0,1869.0,12.9659153,77.616332,road_026,occupancy
S0876,3177.0,3686.0,12.9822847,77.6015794,road_027,speed
S0877,2764.0,2730.0,12.9736721,77.5973216,road_028,volume
S0878,2736.0,4654.0,12.9910054,77.597033,road_029,occupancy
S0879,4974.0,389.0,12.952582,77.6201052,road_030,speed
S0880,2785.0,56.0,12.949582,77.5975381,road_031,volume
S0881,3352.0,917.0,12.9573387,77.6033835,road_032,occupancy
S0882,2262.0,3573.0,12.9812667,77.5921464,road_033,speed
S0883,378.0,2258.0,12.9694198,77.5727237,road_034,volume
S0884,3550.0,3583.0,12.9813568,77.6054247,road_035,occupancy
S0885,1505.0,4771.0,12.9920595,77.5843423,road_036,speed
S0886,1544.0,2470.0,12.9713297,77.5847443,road_037,volume
S0887,1826.0,3545.0,12.9810144,77.5876515,road_038,occupancy
S0888,1509.0,617.0,12.954636,77.5843835,road_039,speed
S0889,1832.0,4045.0,12.9855189,77.5877134,road_040,volume
S0890,4746.0,1014.0,12.9582126,77.6177546,road_041,occupancy
S0891,1217.0,4782.0,12.9921586,77.5813732,road_042,speed
S0892,3473.0,4489.0,12.9895189,77.6046309,road_043,volume
S0893,3814.0,3828.0,12.983564,77.6081464,road_044,occupancy
S0894,256.0,1180.0,12.9597081,77.571466,road_045,speed
S0895,2136.0,4453.0,12.9891946,77.5908474,road_046,volume
S0896,3899.0,3479.0,12.9804198,77.6090227,road_047,occupancy
S0897,309.0,3062.0,12.9766631,77.5720124,road_048,speed
S0898,2291.0,598.0,12.9544649,77.5924454,road_049,volume
S0899,4869.0,3770.0,12.9830414,77.6190227,road_050,occupancy
S0900,4158.0,4224.0,12.9871315,77.6116928,road_021,speed
S0901,3686.0,2942.0,12.975582,77.6068268,road_022,volume
S0902,2889.0,1201.0,12.9598973,77.5986103,road_023,occupancy
S0903,3695.0,575.0,12.9542577,77.6069196,road_024,speed
S0904,667.0,3643.0,12.9818973,77.5757031,road_025,volume
S0905,3325.0,466.0,12.9532757,77.6031052,road_026,occupancy
S0906,1728.0,3523.0,12.9808162,77.5866412,road_027,speed
S0907,3711.0,3372.0,12.9794559,77.6070845,road_028,volume
S0908,4213.0,16.0,12.9492216,77.6122598,road_029,occupancy
S0909,2285.0,2530.0,12.9718703,77.5923835,road_030,speed
S0910,4055.0,2642.0,12.9728793,77.6106309,road_031,volume
S0911,143.0,2476.0,12.9713838,77.570301,road_032,occupancy
S0912,4344.0,1009.0,12.9581676,77.6136103,road_033,speed
S0913,4618.0,653.0,12.9549604,77.6164351,road_034,volume
S0914,1100.0,3233.0,12.9782036,77.580167,road_035,occupancy
S0915,1114.0,3503.0,12.980636,77.5803113,road_036,speed
S0916,597.0,2105.0,12.9680414,77.5749814,road_037,volume
S0917,4823.0,184.0,12.9507351,77.6185485,road_038,occupancy
S0918,4961.0,4296.0,12.9877802,77.6199711,road_039,speed
S0919,4217.0,1017.0,12.9582396,77.612301,road_040,volume
S0920,963.0,970.0,12.9578162,77.5787546,road_041,occupancy
S0921,1377.0,2399.0,12.9706901,77.5830227,road_042,speed
S0922,1594.0,4706.0,12.9914739,77.5852598,road_043,volume
S0923,1745.0,1327.0,12.9610324,77.5868165,road_044,occupancy
S0924,1482.0,1584.0,12.9633477,77.5841052,road_045,speed
S0925,4948.0,2256.0,12.9694018,77.6198371,road_046,volume
S0926,1510.0,3414.0,12.9798342,77.5843938,road_047,occupancy
S0927,2246.0,4298.0,12.9877982,77.5919814,road_048,speed
S0928,4337.0,523.0,12.9537892,77.6135381,road_049,volume
S0929,1583.0,3525.0,12.9808342,77.5851464,road_050,occupancy
S0930,4459.0,4848.0,12.9927532,77.6147959,road_021,speed
S0931,4950.0,3672.0,12.9821586,77.6198577,road_022,volume
S0932,33.0,1547.0,12.9630144,77.569167,road_023,occupancy
S0933,2798.0,628.0,12.9547351,77.5976722,road_024,speed
S0934,265.0,770.0,12.9560144,77.5715588,road_025,volume
S0935,4969.0,1038.0,12.9584288,77.6200536,road_026,occupancy
S0936,1518.0,1658.0,12.9640144,77.5844763,road_027,speed
S0937,37.0,4631.0,12.9907982,77.5692082,road_028,volume
S0938,4420.0,176.0,12.9506631,77.6143938,road_029,occupancy
S0939,4194.0,3752.0,12.9828793,77.6120639,road_030,speed
S0940,166.0,1022.0,12.9582847,77.5705381,road_031,volume
S0941,2596.0,1544.0,12.9629874,77.5955897,road_032,occupancy
S0942,781.0,1679.0,12.9642036,77.5768784,road_033,speed
S0943,2050.0,579.0,12.9542937,77.5899608,road_034,volume
S0944,4104.0,2721.0,12.973591,77.6111361,road_035,occupancy
S0945,566.0,4597.0,12.9904919,77.5746619,road_036,speed
S0946,3593.0,4588.0,12.9904108,77.605868,road_037,volume
S0947,2952.0,2924.0,12.9754198,77.5992598,road_038,occupancy
S0948,3902.0,3610.0,12.9816,77.6090536,road_039,speed
S0949,4558.0,3016.0,12.9762486,77.6158165,road_040,volume
S0950,727.0,1729.0,12.9646541,77.5763216,road_041,occupancy
S0951,617.0,1104.0,12.9590234,77.5751876,road_042,speed
S0952,2284.0,4761.0,12.9919694,77.5923732,road_043,volume
S0953,4532.0,359.0,12.9523117,77.6155485,road_044,occupancy
S0954,4278.0,1774.0,12.9650595,77.6129299,road_045,speed
S0955,3231.0,180.0,12.9506991,77.6021361,road_046,volume
S0956,4112.0,1648.0,12.9639243,77.6112186,road_047,occupancy
S0957,3921.0,2967.0,12.9758072,77.6092495,road_048,speed
S0958,2107.0,72.0,12.9497261,77.5905485,road_049,volume
S0959,1007.0,144.0,12.9503748,77.5792082,road_050,occupancy
S0960,3797.0,925.0,12.9574108,77.6079711,road_021,speed
S0961,843.0,4937.0,12.993555,77.5775175,road_022,volume
S0962,4518.0,485.0,12.9534468,77.6154041,road_023,occupancy
S0963,3039.0,779.0,12.9560955,77.6001567,road_024,speed
S0964,2642.0,4611.0,12.990618,77.5960639,road_025,volume
S0965,2270.0,4351.0,12.9882757,77.5922289,road_026,occupancy
S0966,3587.0,2593.0,12.9724378,77.6058062,road_027,speed
S0967,1110.0,1721.0,12.964582,77.5802701,road_028,volume
S0968,3803.0,1968.0,12.9668072,77.608033,road_029,occupancy
S0969,3670.0,418.0,12.9528432,77.6066619,road_030,speed
S0970,3547.0,2236.0,12.9692216,77.6053938,road_031,volume
S0971,2774.0,1355.0,12.9612847,77.5974247,road_032,occupancy
S0972,114.0,393.0,12.952618,77.5700021,road_033,speed
S0973,4235.0,698.0,12.9553658,77.6124866,road_034,volume
S0974,1037.0,3998.0,12.9850955,77.5795175,road_035,occupancy
S0975,3651.0,4361.0,12.9883658,77.606466,road_036,speed
S0976,2318.0,1827.0,12.9655369,77.5927237,road_037,volume
S0977,4599.0,3837.0,12.983645,77.6162392,road_038,occupancy
S0978,235.0,4368.0,12.9884288,77.5712495,road_039,speed
S0979,878.0,4194.0,12.9868613,77.5778784,road_040,volume
S0980,984.0,324.0,12.9519964,77.5789711,road_041,occupancy
S0981,3724.0,1372.0,12.9614378,77.6072186,road_042,speed
S0982,3203.0,3544.0,12.9810054,77.6018474,road_043,volume
S0983,686.0,1713.0,12.9645099,77.575899,road_044,occupancy
S0984,4201.0,2801.0,12.9743117,77.6121361,road_045,speed
S0985,829.0,4537.0,12.9899514,77.5773732,road_046,volume
S0986,4109.0,18.0,12.9492396,77.6111876,road_047,occupancy
S0987,4065.0,4777.0,12.9921135,77.610734,road_048,speed
S0988,2589.0,2611.0,12.9726,77.5955175,road_049,volume
S0989,3915.0,4797.0,12.9922937,77.6091876,road_050,occupancy
S0990,859.0,2790.0,12.9742126,77.5776825,road_021,speed
S0991,2981.0,2759.0,12.9739333,77.5995588,road_022,volume
S0992,4545.0,3782.0,12.9831495,77.6156825,road_023,occupancy
S0993,3808.0,3626.0,12.9817441,77.6080845,road_024,speed
S0994,3780.0,1035.0,12.9584018,77.6077959,road_025,volume
S0995,2511.0,3956.0,12.9847171,77.5947134,road_026,occupancy
S0996,4169.0,1679.0,12.9642036,77.6118062,road_027,speed
S0997,3349.0,3733.0,12.9827081,77.6033526,road_028,volume
S0998,378.0,926.0,12.9574198,77.5727237,road_029,occupancy
S0999,3088.0,3542.0,12.9809874,77.6006619,road_030,speed
S1000,1116.0,2537.0,12.9719333,77.580332,road_031,volume
