x_m,y_m,elevation_m
2323.23,4343.43,922.864
2323.23,4393.94,923.25
2323.23,4444.44,922.915
2323.23,4494.95,925.443
2323.23,4545.45,926.804
2323.23,4595.96,927.966
2323.23,4646.46,929.842
2323.23,4696.97,929.399
2323.23,4747.47,928.315
2323.23,4797.98,928.596
2323.23,4848.48,930.251
2323.23,4898.99,931.955
2323.23,4949.49,929.784
2323.23,5000.0,928.654
2373.74,0.0,926.906
2373.74,50.51,925.972
2373.74,101.01,930.105
2373.74,151.52,929.78
2373.74,202.02,929.571
2373.74,252.53,927.893
2373.74,303.03,930.642
2373.74,353.54,926.483
2373.74,404.04,928.93
2373.74,454.55,926.458
2373.74,505.05,924.784
2373.74,555.56,926.603
2373.74,606.06,925.609
2373.74,656.57,924.831
2373.74,707.07,923.567
2373.74,757.58,922.578
2373.74,808.08,926.645
2373.74,858.59,923.42
2373.74,909.09,921.651
2373.74,959.6,919.558
2373.74,1010.1,920.456
2373.74,1060.61,918.567
2373.74,1111.11,916.658
2373.74,1161.62,915.062
2373.74,1212.12,914.564
2373.74,1262.63,907.439
2373.74,1313.13,913.255
2373.74,1363.64,910.915
2373.74,1414.14,914.143
2373.74,1464.65,910.074
2373.74,1515.15,906.751
2373.74,1565.66,908.141
2373.74,1616.16,905.283
2373.74,1666.67,907.483
2373.74,1717.17,906.308
2373.74,1767.68,906.864
2373.74,1818.18,902.625
2373.74,1868.69,903.571
2373.74,1919.19,900.111
2373.74,1969.7,903.626
2373.74,2020.2,902.69
2373.74,2070.71,902.121
2373.74,2121.21,900.661
2373.74,2171.72,901.068
2373.74,2222.22,903.082
2373.74,2272.73,898.995
2373.74,2323.23,899.59
2373.74,2373.74,896.947
2373.74,2424.24,897.248
2373.74,2474.75,899.105
2373.74,2525.25,901.101
2373.74,2575.76,898.425
2373.74,2626.26,898.569
2373.74,2676.77,898.39
2373.74,2727.27,898.356
2373.74,2777.78,900.294
2373.74,2828.28,897.045
2373.74,2878.79,902.992
2373.74,2929.29,899.544
2373.74,2979.8,902.815
2373.74,3030.3,899.377
2373.74,3080.81,903.848
2373.74,3131.31,904.494
2373.74,3181.82,904.6
2373.74,3232.32,902.565
2373.74,3282.83,905.812
2373.74,3333.33,903.74
2373.74,3383.84,906.425
2373.74,3434.34,909.842
2373.74,3484.85,910.253
2373.74,3535.35,909.587
2373.74,3585.86,908.522
2373.74,3636.36,912.691
2373.74,3686.87,912.376
2373.74,3737.37,908.641
2373.74,3787.88,915.794
2373.74,3838.38,915.126
2373.74,3888.89,918.519
2373.74,3939.39,914.855
2373.74,3989.9,911.611
2373.74,4040.4,919.426
2373.74,4090.91,920.334
2373.74,4141.41,917.229
2373.74,4191.92,919.486
2373.74,4242.42,927.756
2373.74,4292.93,922.403
2373.74,4343.43,925.21
2373.74,4393.94,923.14
2373.74,4444.44,920.913
2373.74,4494.95,925.36
2373.74,4545.45,925.729
2373.74,4595.96,925.971
2373.74,4646.46,927.001
2373.74,4696.97,928.165
2373.74,4747.47,927.688
2373.74,4797.98,925.756
2373.74,4848.48,929.494
2373.74,4898.99,924.803
2373.74,4949.49,924.722
2373.74,5000.0,930.362
2424.24,0.0,929.162
2424.24,50.51,928.003
2424.24,101.01,925.237
2424.24,151.52,926.464
2424.24,202.02,927.147
2424.24,252.53,924.215
2424.24,303.03,925.606
2424.24,353.54,928.011
2424.24,404.04,929.13
2424.24,454.55,924.952
2424.24,505.05,926.77
2424.24,555.56,920.846
2424.24,606.06,925.364
2424.24,656.57,921.765
2424.24,707.07,923.275
2424.24,757.58,921.414
2424.24,808.08,923.765
2424.24,858.59,918.558
2424.24,909.09,920.716
2424.24,959.6,918.031
2424.24,1010.1,917.381
2424.24,1060.61,916.419
2424.24,1111.11,914.17
2424.24,1161.62,914.897
2424.24,1212.12,913.857
2424.24,1262.63,913.518
2424.24,1313.13,912.258
2424.24,1363.64,912.744
2424.24,1414.14,912.061
2424.24,1464.65,907.19
2424.24,1515.15,910.122
2424.24,1565.66,905.124
2424.24,1616.16,907.807
2424.24,1666.67,907.031
2424.24,1717.17,901.159
2424.24,1767.68,904.39
2424.24,1818.18,902.525
2424.24,1868.69,901.242
2424.24,1919.19,904.799
2424.24,1969.7,900.172
2424.24,2020.2,899.295
2424.24,2070.71,900.537
2424.24,2121.21,901.285
2424.24,2171.72,899.211
2424.24,2222.22,901.462
2424.24,2272.73,899.883
2424.24,2323.23,894.213
2424.24,2373.74,897.316
2424.24,2424.24,897.117
2424.24,2474.75,899.124
2424.24,2525.25,892.9
2424.24,2575.76,903.292
2424.24,2626.26,899.359
2424.24,2676.77,898.758
2424.24,2727.27,901.044
2424.24,2777.78,903.648
2424.24,2828.28,901.037
2424.24,2878.79,901.584
2424.24,2929.29,900.392
2424.24,2979.8,900.344
2424.24,3030.3,900.221
2424.24,3080.81,900.114
2424.24,3131.31,901.032
2424.24,3181.82,900.387
2424.24,3232.32,903.658
2424.24,3282.83,901.2
2424.24,3333.33,905.744
2424.24,3383.84,906.114
2424.24,3434.34,907.333
2424.24,3484.85,906.871
2424.24,3535.35,914.966
2424.24,3585.86,912.447
2424.24,3636.36,908.166
2424.24,3686.87,912.059
2424.24,3737.37,911.322
2424.24,3787.88,911.456
2424.24,3838.38,911.75
2424.24,3888.89,916.235
2424.24,3939.39,914.939
2424.24,3989.9,919.156
2424.24,4040.4,920.111
2424.24,4090.91,921.754
2424.24,4141.41,918.161
2424.24,4191.92,921.649
2424.24,4242.42,922.766
2424.24,4292.93,921.322
2424.24,4343.43,921.46
2424.24,4393.94,926.916
2424.24,4444.44,924.804
2424.24,4494.95,926.228
2424.24,4545.45,923.872
2424.24,4595.96,923.588
2424.24,4646.46,925.348
2424.24,4696.97,926.645
2424.24,4747.47,925.116
2424.24,4797.98,927.52
2424.24,4848.48,924.401
2424.24,4898.99,925.717
2424.24,4949.49,929.42
2424.24,5000.0,929.347
2474.75,0.0,926.586
2474.75,50.51,925.305
2474.75,101.01,925.196
2474.75,151.52,926.355
2474.75,202.02,928.184
2474.75,252.53,928.486
2474.75,303.03,925.314
2474.75,353.54,923.622
2474.75,404.04,926.033
2474.75,454.55,923.366
2474.75,505.05,923.442
2474.75,555.56,926.547
2474.75,606.06,924.922
2474.75,656.57,922.912
2474.75,707.07,919.339
2474.75,757.58,921.555
2474.75,808.08,922.472
2474.75,858.59,918.778
2474.75,909.09,921.386
2474.75,959.6,920.398
2474.75,1010.1,920.247
2474.75,1060.61,916.62
2474.75,1111.11,916.259
2474.75,1161.62,916.976
2474.75,1212.12,914.099
2474.75,1262.63,911.255
2474.75,1313.13,910.415
2474.75,1363.64,910.847
2474.75,1414.14,906.855
2474.75,1464.65,908.227
2474.75,1515.15,909.8
2474.75,1565.66,902.337
2474.75,1616.16,908.923
2474.75,1666.67,907.259
2474.75,1717.17,903.285
2474.75,1767.68,904.514
2474.75,1818.18,902.691
2474.75,1868.69,904.441
2474.75,1919.19,903.285
2474.75,1969.7,897.901
2474.75,2020.2,901.305
2474.75,2070.71,899.196
2474.75,2121.21,899.301
2474.75,2171.72,897.26
2474.75,2222.22,901.848
2474.75,2272.73,900.123
2474.75,2323.23,896.312
2474.75,2373.74,894.929
2474.75,2424.24,896.692
2474.75,2474.75,898.257
2474.75,2525.25,897.852
2474.75,2575.76,899.922
2474.75,2626.26,899.099
2474.75,2676.77,899.621
2474.75,2727.27,898.557
2474.75,2777.78,895.404
2474.75,2828.28,898.127
2474.75,2878.79,901.029
2474.75,2929.29,899.25
2474.75,2979.8,900.855
2474.75,3030.3,899.758
2474.75,3080.81,898.929
2474.75,3131.31,901.382
2474.75,3181.82,902.928
2474.75,3232.32,901.721
2474.75,3282.83,903.32
2474.75,3333.33,902.706
2474.75,3383.84,907.648
2474.75,3434.34,905.672
2474.75,3484.85,910.043
2474.75,3535.35,911.092
2474.75,3585.86,908.787
2474.75,3636.36,907.861
2474.75,3686.87,906.644
2474.75,3737.37,908.816
2474.75,3787.88,909.959
2474.75,3838.38,916.409
2474.75,3888.89,914.824
2474.75,3939.39,916.303
2474.75,3989.9,912.002
2474.75,4040.4,914.95
2474.75,4090.91,920.003
2474.75,4141.41,919.662
2474.75,4191.92,919.627
2474.75,4242.42,921.853
2474.75,4292.93,924.765
2474.75,4343.43,921.784
2474.75,4393.94,923.059
2474.75,4444.44,923.957
2474.75,4494.95,928.963
2474.75,4545.45,920.54
2474.75,4595.96,926.616
2474.75,4646.46,925.479
2474.75,4696.97,927.249
2474.75,4747.47,925.152
2474.75,4797.98,926.664
2474.75,4848.48,928.423
2474.75,4898.99,933.406
2474.75,4949.49,928.917
2474.75,5000.0,925.666
2525.25,0.0,925.714
2525.25,50.51,925.624
2525.25,101.01,922.85
2525.25,151.52,925.633
2525.25,202.02,927.551
2525.25,252.53,923.271
2525.25,303.03,927.595
2525.25,353.54,926.096
2525.25,404.04,923.22
2525.25,454.55,923.921
2525.25,505.05,926.866
2525.25,555.56,924.554
2525.25,606.06,922.476
2525.25,656.57,921.311
2525.25,707.07,921.227
2525.25,757.58,919.3
2525.25,808.08,915.328
2525.25,858.59,922.805
2525.25,909.09,918.185
2525.25,959.6,917.8
2525.25,1010.1,915.995
2525.25,1060.61,913.73
2525.25,1111.11,913.903
2525.25,1161.62,910.14
2525.25,1212.12,916.949
2525.25,1262.63,908.98
2525.25,1313.13,908.439
2525.25,1363.64,908.68
2525.25,1414.14,911.203
2525.25,1464.65,907.734
2525.25,1515.15,904.326
2525.25,1565.66,908.419
2525.25,1616.16,906.507
2525.25,1666.67,905.282
2525.25,1717.17,904.827
2525.25,1767.68,907.406
2525.25,1818.18,906.246
2525.25,1868.69,899.799
2525.25,1919.19,903.758
2525.25,1969.7,900.659
2525.25,2020.2,900.319
2525.25,2070.71,895.414
2525.25,2121.21,897.986
2525.25,2171.72,896.282
2525.25,2222.22,899.199
2525.25,2272.73,899.376
2525.25,2323.23,892.833
2525.25,2373.74,896.745
2525.25,2424.24,898.898
2525.25,2474.75,896.205
2525.25,2525.25,898.021
2525.25,2575.76,897.309
2525.25,2626.26,897.394
2525.25,2676.77,896.331
2525.25,2727.27,894.661
2525.25,2777.78,895.13
2525.25,2828.28,899.128
2525.25,2878.79,898.139
2525.25,2929.29,898.267
2525.25,2979.8,898.192
2525.25,3030.3,898.976
2525.25,3080.81,902.274
2525.25,3131.31,900.149
2525.25,3181.82,898.819
2525.25,3232.32,903.71
2525.25,3282.83,902.572
2525.25,3333.33,903.838
2525.25,3383.84,907.815
2525.25,3434.34,905.411
2525.25,3484.85,906.907
2525.25,3535.35,904.868
2525.25,3585.86,907.701
2525.25,3636.36,910.288
2525.25,3686.87,906.896
2525.25,3737.37,911.353
2525.25,3787.88,912.099
2525.25,3838.38,912.926
2525.25,3888.89,915.858
2525.25,3939.39,915.384
2525.25,3989.9,918.59
2525.25,4040.4,914.55
2525.25,4090.91,917.691
2525.25,4141.41,918.448
2525.25,4191.92,916.973
2525.25,4242.42,921.827
2525.25,4292.93,925.333
2525.25,4343.43,921.383
2525.25,4393.94,923.121
2525.25,4444.44,922.931
2525.25,4494.95,921.942
2525.25,4545.45,920.288
2525.25,4595.96,923.029
2525.25,4646.46,922.116
2525.25,4696.97,928.714
2525.25,4747.47,925.427
2525.25,4797.98,925.261
2525.25,4848.48,927.969
2525.25,4898.99,924.127
2525.25,4949.49,924.958
2525.25,5000.0,926.689
2575.76,0.0,927.78
2575.76,50.51,926.696
2575.76,101.01,926.1
2575.76,151.52,925.61
2575.76,202.02,926.047
2575.76,252.53,925.385
2575.76,303.03,922.599
2575.76,353.54,924.374
2575.76,404.04,921.702
2575.76,454.55,923.528
2575.76,505.05,921.87
2575.76,555.56,927.327
2575.76,606.06,921.54
2575.76,656.57,918.14
2575.76,707.07,919.967
2575.76,757.58,920.523
2575.76,808.08,922.046
2575.76,858.59,916.703
2575.76,909.09,913.871
2575.76,959.6,917.799
2575.76,1010.1,912.511
2575.76,1060.61,913.489
2575.76,1111.11,912.921
2575.76,1161.62,912.361
2575.76,1212.12,912.935
2575.76,1262.63,909.243
2575.76,1313.13,909.117
2575.76,1363.64,908.694
2575.76,1414.14,908.087
2575.76,1464.65,907.062
2575.76,1515.15,906.831
2575.76,1565.66,906.759
2575.76,1616.16,904.991
2575.76,1666.67,904.274
2575.76,1717.17,899.392
2575.76,1767.68,901.879
2575.76,1818.18,901.996
2575.76,1868.69,901.792
2575.76,1919.19,898.287
2575.76,1969.7,897.736
2575.76,2020.2,897.334
2575.76,2070.71,899.033
2575.76,2121.21,899.556
2575.76,2171.72,896.254
2575.76,2222.22,898.52
2575.76,2272.73,896.642
2575.76,2323.23,895.895
2575.76,2373.74,895.527
2575.76,2424.24,897.308
2575.76,2474.75,896.391
2575.76,2525.25,900.276
2575.76,2575.76,894.064
2575.76,2626.26,896.908
2575.76,2676.77,894.976
2575.76,2727.27,894.517
2575.76,2777.78,896.513
2575.76,2828.28,897.145
2575.76,2878.79,903.097
2575.76,2929.29,897.337
2575.76,2979.8,895.941
2575.76,3030.3,899.294
2575.76,3080.81,895.192
2575.76,3131.31,899.796
2575.76,3181.82,900.694
2575.76,3232.32,902.974
2575.76,3282.83,904.091
2575.76,3333.33,901.93
2575.76,3383.84,903.46
2575.76,3434.34,903.081
2575.76,3484.85,903.234
2575.76,3535.35,907.007
2575.76,3585.86,904.755
2575.76,3636.36,907.401
2575.76,3686.87,907.178
2575.76,3737.37,911.212
2575.76,3787.88,914.662
2575.76,3838.38,909.402
2575.76,3888.89,909.239
2575.76,3939.39,913.627
2575.76,3989.9,914.827
2575.76,4040.4,916.135
2575.76,4090.91,915.688
2575.76,4141.41,917.039
2575.76,4191.92,919.008
2575.76,4242.42,921.157
2575.76,4292.93,915.935
2575.76,4343.43,919.84
2575.76,4393.94,921.7
2575.76,4444.44,920.088
2575.76,4494.95,925.993
2575.76,4545.45,921.82
2575.76,4595.96,923.519
2575.76,4646.46,925.173
2575.76,4696.97,923.285
2575.76,4747.47,921.126
2575.76,4797.98,924.257
2575.76,4848.48,927.411
2575.76,4898.99,924.858
2575.76,4949.49,923.96
2575.76,5000.0,927.566
2626.26,0.0,924.195
2626.26,50.51,923.806
2626.26,101.01,925.036
2626.26,151.52,926.13
2626.26,202.02,929.144
2626.26,252.53,925.77
2626.26,303.03,926.113
2626.26,353.54,922.403
2626.26,404.04,920.932
2626.26,454.55,922.624
2626.26,505.05,922.18
2626.26,555.56,919.226
2626.26,606.06,920.403
2626.26,656.57,920.881
2626.26,707.07,920.09
2626.26,757.58,919.627
2626.26,808.08,918.415
2626.26,858.59,916.002
2626.26,909.09,915.142
2626.26,959.6,912.901
2626.26,1010.1,917.976
2626.26,1060.61,913.522
2626.26,1111.11,912.12
2626.26,1161.62,909.776
2626.26,1212.12,916.562
2626.26,1262.63,907.597
2626.26,1313.13,907.94
2626.26,1363.64,908.688
2626.26,1414.14,908.123
2626.26,1464.65,907.916
2626.26,1515.15,908.708
2626.26,1565.66,905.218
2626.26,1616.16,901.228
2626.26,1666.67,901.987
2626.26,1717.17,902.306
2626.26,1767.68,905.049
2626.26,1818.18,897.375
2626.26,1868.69,901.873
2626.26,1919.19,899.166
2626.26,1969.7,899.864
2626.26,2020.2,897.412
2626.26,2070.71,895.409
2626.26,2121.21,898.124
2626.26,2171.72,897.512
2626.26,2222.22,897.782
2626.26,2272.73,895.503
2626.26,2323.23,894.078
2626.26,2373.74,891.966
2626.26,2424.24,896.588
2626.26,2474.75,895.722
2626.26,2525.25,892.927
2626.26,2575.76,893.825
2626.26,2626.26,894.072
2626.26,2676.77,892.203
2626.26,2727.27,893.755
2626.26,2777.78,893.401
2626.26,2828.28,895.179
2626.26,2878.79,894.918
2626.26,2929.29,893.585
2626.26,2979.8,901.381
2626.26,3030.3,900.387
2626.26,3080.81,896.917
2626.26,3131.31,899.659
2626.26,3181.82,900.631
2626.26,3232.32,902.901
2626.26,3282.83,899.64
2626.26,3333.33,904.255
2626.26,3383.84,901.799
2626.26,3434.34,901.076
2626.26,3484.85,906.072
2626.26,3535.35,908.103
2626.26,3585.86,911.612
2626.26,3636.36,904.965
2626.26,3686.87,909.7
2626.26,3737.37,908.427
2626.26,3787.88,911.76
2626.26,3838.38,908.198
2626.26,3888.89,909.554
2626.26,3939.39,911.459
2626.26,3989.9,914.087
2626.26,4040.4,913.55
2626.26,4090.91,917.033
2626.26,4141.41,918.628
2626.26,4191.92,918.606
2626.26,4242.42,921.447
2626.26,4292.93,919.811
2626.26,4343.43,917.278
2626.26,4393.94,923.133
2626.26,4444.44,919.847
2626.26,4494.95,923.486
2626.26,4545.45,925.372
2626.26,4595.96,923.649
2626.26,4646.46,920.203
2626.26,4696.97,921.765
2626.26,4747.47,926.598
2626.26,4797.98,923.91
2626.26,4848.48,924.646
2626.26,4898.99,926.184
2626.26,4949.49,926.18
2626.26,5000.0,925.406
2676.77,0.0,923.548
2676.77,50.51,923.31
2676.77,101.01,925.562
2676.77,151.52,924.804
2676.77,202.02,922.975
2676.77,252.53,925.388
2676.77,303.03,922.644
2676.77,353.54,920.821
2676.77,404.04,920.575
2676.77,454.55,919.651
2676.77,505.05,920.529
2676.77,555.56,922.959
2676.77,606.06,918.253
2676.77,656.57,919.568
2676.77,707.07,917.165
2676.77,757.58,917.207
2676.77,808.08,913.922
2676.77,858.59,915.684
2676.77,909.09,914.891
2676.77,959.6,915.488
2676.77,1010.1,913.962
2676.77,1060.61,910.207
2676.77,1111.11,913.847
2676.77,1161.62,911.163
2676.77,1212.12,910.196
2676.77,1262.63,908.835
2676.77,1313.13,906.871
2676.77,1363.64,907.401
2676.77,1414.14,906.982
2676.77,1464.65,901.615
2676.77,1515.15,903.125
2676.77,1565.66,902.804
2676.77,1616.16,902.961
2676.77,1666.67,903.996
2676.77,1717.17,899.256
2676.77,1767.68,899.026
2676.77,1818.18,898.255
2676.77,1868.69,896.974
2676.77,1919.19,897.22
2676.77,1969.7,898.838
2676.77,2020.2,894.618
2676.77,2070.71,897.058
2676.77,2121.21,892.327
2676.77,2171.72,894.189
2676.77,2222.22,894.288
2676.77,2272.73,897.988
2676.77,2323.23,893.837
2676.77,2373.74,889.79
2676.77,2424.24,890.06
2676.77,2474.75,894.051
2676.77,2525.25,895.195
2676.77,2575.76,894.762
2676.77,2626.26,894.45
2676.77,2676.77,896.602
2676.77,2727.27,893.42
2676.77,2777.78,896.568
2676.77,2828.28,891.849
2676.77,2878.79,893.694
2676.77,2929.29,892.334
2676.77,2979.8,895.895
2676.77,3030.3,896.898
2676.77,3080.81,897.812
2676.77,3131.31,898.347
2676.77,3181.82,897.05
2676.77,3232.32,899.247
2676.77,3282.83,897.392
2676.77,3333.33,903.906
2676.77,3383.84,901.397
2676.77,3434.34,901.879
2676.77,3484.85,906.911
2676.77,3535.35,902.146
2676.77,3585.86,903.294
2676.77,3636.36,904.28
2676.77,3686.87,907.275
2676.77,3737.37,909.219
2676.77,3787.88,910.782
2676.77,3838.38,915.392
2676.77,3888.89,906.689
2676.77,3939.39,913.337
2676.77,3989.9,911.924
2676.77,4040.4,912.768
2676.77,4090.91,913.584
2676.77,4141.41,913.866
2676.77,4191.92,919.885
2676.77,4242.42,919.003
2676.77,4292.93,918.135
2676.77,4343.43,921.523
2676.77,4393.94,916.49
2676.77,4444.44,917.505
2676.77,4494.95,916.418
2676.77,4545.45,919.935
2676.77,4595.96,922.168
2676.77,4646.46,922.51
2676.77,4696.97,923.009
2676.77,4747.47,920.24
2676.77,4797.98,924.964
2676.77,4848.48,924.075
2676.77,4898.99,925.241
2676.77,4949.49,920.11
2676.77,5000.0,924.58
2727.27,0.0,920.676
2727.27,50.51,922.227
2727.27,101.01,924.001
2727.27,151.52,922.965
2727.27,202.02,920.873
2727.27,252.53,922.323
2727.27,303.03,918.925
2727.27,353.54,923.911
2727.27,404.04,920.768
2727.27,454.55,922.932
2727.27,505.05,919.107
2727.27,555.56,918.53
2727.27,606.06,917.421
2727.27,656.57,920.029
2727.27,707.07,916.145
2727.27,757.58,918.103
2727.27,808.08,915.263
2727.27,858.59,911.259
2727.27,909.09,913.224
2727.27,959.6,911.136
2727.27,1010.1,912.669
2727.27,1060.61,909.309
2727.27,1111.11,912.617
2727.27,1161.62,909.647
2727.27,1212.12,908.53
2727.27,1262.63,909.251
2727.27,1313.13,908.921
2727.27,1363.64,906.011
2727.27,1414.14,903.575
2727.27,1464.65,900.647
2727.27,1515.15,901.916
2727.27,1565.66,901.166
2727.27,1616.16,901.749
2727.27,1666.67,900.005
2727.27,1717.17,901.261
2727.27,1767.68,897.882
2727.27,1818.18,898.252
2727.27,1868.69,900.031
2727.27,1919.19,897.684
2727.27,1969.7,896.263
2727.27,2020.2,894.607
2727.27,2070.71,894.022
2727.27,2121.21,893.116
2727.27,2171.72,893.316
2727.27,2222.22,895.544
2727.27,2272.73,893.281
2727.27,2323.23,890.773
2727.27,2373.74,896.815
2727.27,2424.24,893.784
2727.27,2474.75,890.255
2727.27,2525.25,892.169
2727.27,2575.76,893.319
2727.27,2626.26,896.61
2727.27,2676.77,891.147
2727.27,2727.27,895.537
2727.27,2777.78,896.663
2727.27,2828.28,892.942
2727.27,2878.79,894.035
2727.27,2929.29,892.962
2727.27,2979.8,895.123
2727.27,3030.3,896.003
2727.27,3080.81,897.99
2727.27,3131.31,899.49
2727.27,3181.82,896.495
2727.27,3232.32,894.779
2727.27,3282.83,899.43
2727.27,3333.33,900.853
2727.27,3383.84,901.589
2727.27,3434.34,901.289
2727.27,3484.85,903.068
2727.27,3535.35,906.747
2727.27,3585.86,905.394
2727.27,3636.36,904.812
2727.27,3686.87,905.497
2727.27,3737.37,907.102
2727.27,3787.88,911.662
2727.27,3838.38,908.967
2727.27,3888.89,910.234
2727.27,3939.39,910.241
2727.27,3989.9,914.322
2727.27,4040.4,916.947
2727.27,4090.91,914.811
2727.27,4141.41,914.935
2727.27,4191.92,915.676
2727.27,4242.42,911.636
2727.27,4292.93,918.664
2727.27,4343.43,918.175
2727.27,4393.94,919.458
2727.27,4444.44,917.83
2727.27,4494.95,919.091
2727.27,4545.45,919.598
2727.27,4595.96,922.974
2727.27,4646.46,920.633
2727.27,4696.97,925.962
2727.27,4747.47,923.01
2727.27,4797.98,919.892
2727.27,4848.48,922.424
2727.27,4898.99,921.558
2727.27,4949.49,918.593
2727.27,5000.0,926.242
2777.78,0.0,923.523
2777.78,50.51,923.153
2777.78,101.01,922.328
2777.78,151.52,919.085
2777.78,202.02,920.674
2777.78,252.53,923.059
2777.78,303.03,918.951
2777.78,353.54,915.612
2777.78,404.04,919.79
2777.78,454.55,919.477
2777.78,505.05,919.497
2777.78,555.56,920.1
2777.78,606.06,919.29
2777.78,656.57,917.86
2777.78,707.07,919.021
2777.78,757.58,912.841
2777.78,808.08,916.103
2777.78,858.59,915.529
2777.78,909.09,910.951
2777.78,959.6,909.554
2777.78,1010.1,910.175
2777.78,1060.61,909.433
2777.78,1111.11,911.337
2777.78,1161.62,907.665
2777.78,1212.12,906.238
2777.78,1262.63,905.781
2777.78,1313.13,908.296
2777.78,1363.64,905.143
2777.78,1414.14,903.824
2777.78,1464.65,903.04
2777.78,1515.15,904.938
2777.78,1565.66,899.967
2777.78,1616.16,903.231
2777.78,1666.67,900.182
2777.78,1717.17,898.63
2777.78,1767.68,903.175
2777.78,1818.18,895.32
2777.78,1868.69,896.021
2777.78,1919.19,893.601
2777.78,1969.7,897.353
2777.78,2020.2,898.255
2777.78,2070.71,897.694
2777.78,2121.21,896.33
2777.78,2171.72,893.068
2777.78,2222.22,892.368
2777.78,2272.73,889.447
2777.78,2323.23,896.61
2777.78,2373.74,893.282
2777.78,2424.24,891.226
2777.78,2474.75,894.79
2777.78,2525.25,890.173
2777.78,2575.76,892.976
2777.78,2626.26,891.921
2777.78,2676.77,893.706
2777.78,2727.27,892.523
2777.78,2777.78,890.027
2777.78,2828.28,893.416
2777.78,2878.79,895.753
2777.78,2929.29,894.041
2777.78,2979.8,896.146
2777.78,3030.3,893.051
2777.78,3080.81,895.683
2777.78,3131.31,895.126
2777.78,3181.82,898.551
2777.78,3232.32,897.842
2777.78,3282.83,899.918
2777.78,3333.33,901.507
2777.78,3383.84,901.539
2777.78,3434.34,901.554
2777.78,3484.85,899.888
2777.78,3535.35,902.776
2777.78,3585.86,902.63
2777.78,3636.36,903.936
2777.78,3686.87,904.814
2777.78,3737.37,904.547
2777.78,3787.88,903.539
2777.78,3838.38,907.063
2777.78,3888.89,909.726
2777.78,3939.39,907.575
2777.78,3989.9,911.221
2777.78,4040.4,915.893
2777.78,4090.91,915.021
2777.78,4141.41,917.122
2777.78,4191.92,915.45
2777.78,4242.42,917.805
2777.78,4292.93,914.792
2777.78,4343.43,915.684
2777.78,4393.94,912.188
2777.78,4444.44,920.69
2777.78,4494.95,922.006
2777.78,4545.45,918.379
2777.78,4595.96,919.488
2777.78,4646.46,918.948
2777.78,4696.97,921.627
2777.78,4747.47,923.463
2777.78,4797.98,918.023
2777.78,4848.48,922.566
2777.78,4898.99,921.373
2777.78,4949.49,922.274
2777.78,5000.0,923.027
2828.28,0.0,920.788
2828.28,50.51,920.927
2828.28,101.01,920.617
2828.28,151.52,922.837
2828.28,202.02,921.526
2828.28,252.53,920.864
2828.28,303.03,917.559
2828.28,353.54,918.966
2828.28,404.04,921.089
2828.28,454.55,918.883
2828.28,505.05,919.592
2828.28,555.56,921.223
2828.28,606.06,919.139
2828.28,656.57,916.576
2828.28,707.07,914.655
2828.28,757.58,909.819
2828.28,808.08,913.804
2828.28,858.59,912.671
2828.28,909.09,913.258
2828.28,959.6,911.299
2828.28,1010.1,910.073
2828.28,1060.61,906.244
2828.28,1111.11,906.998
2828.28,1161.62,908.895
2828.28,1212.12,910.43
2828.28,1262.63,905.857
2828.28,1313.13,905.761
2828.28,1363.64,906.069
2828.28,1414.14,901.608
2828.28,1464.65,903.041
2828.28,1515.15,899.92
2828.28,1565.66,902.243
2828.28,1616.16,899.951
2828.28,1666.67,899.405
2828.28,1717.17,896.433
2828.28,1767.68,898.635
2828.28,1818.18,900.648
2828.28,1868.69,893.76
2828.28,1919.19,894.434
2828.28,1969.7,894.959
2828.28,2020.2,895.497
2828.28,2070.71,892.282
2828.28,2121.21,887.264
2828.28,2171.72,895.229
2828.28,2222.22,893.667
2828.28,2272.73,888.351
2828.28,2323.23,890.37
2828.28,2373.74,894.528
2828.28,2424.24,894.153
2828.28,2474.75,893.059
2828.28,2525.25,890.814
2828.28,2575.76,891.376
2828.28,2626.26,891.052
2828.28,2676.77,893.733
2828.28,2727.27,889.946
2828.28,2777.78,890.365
2828.28,2828.28,894.333
2828.28,2878.79,892.614
2828.28,2929.29,895.904
2828.28,2979.8,892.3
2828.28,3030.3,894.08
2828.28,3080.81,892.938
2828.28,3131.31,895.437
2828.28,3181.82,893.147
2828.28,3232.32,895.851
2828.28,3282.83,894.713
2828.28,3333.33,899.766
2828.28,3383.84,900.636
2828.28,3434.34,896.595
2828.28,3484.85,903.599
2828.28,3535.35,906.824
2828.28,3585.86,902.836
2828.28,3636.36,902.39
2828.28,3686.87,910.259
2828.28,3737.37,902.916
2828.28,3787.88,906.541
2828.28,3838.38,907.806
2828.28,3888.89,911.077
2828.28,3939.39,910.038
2828.28,3989.9,909.24
2828.28,4040.4,909.237
2828.28,4090.91,911.339
2828.28,4141.41,910.868
2828.28,4191.92,913.811
2828.28,4242.42,913.389
2828.28,4292.93,912.299
2828.28,4343.43,918.53
2828.28,4393.94,915.718
2828.28,4444.44,914.829
2828.28,4494.95,917.636
2828.28,4545.45,918.669
2828.28,4595.96,915.55
2828.28,4646.46,920.166
2828.28,4696.97,917.815
2828.28,4747.47,923.683
2828.28,4797.98,921.604
2828.28,4848.48,919.994
2828.28,4898.99,919.484
2828.28,4949.49,920.885
