packet_num,timestamp,src_ip,dst_ip,dst_port,packet_size,inter_arrival_ms,flow_id
5032,1700000076.125294,192.168.5.62,104.29.127.69,443,733,23.102,NORMAL_0032
5033,1700000076.126809,192.168.9.116,104.24.91.149,443,440,1.515,NORMAL_0033
5034,1700000076.127026,192.168.1.8,104.28.169.241,443,891,0.217,NORMAL_0034
5035,1700000076.144438,192.168.6.216,104.22.130.12,443,888,17.412,NORMAL_0035
5036,1700000076.148282,192.168.8.207,104.21.211.7,443,756,3.844,NORMAL_0036
5037,1700000076.161975,192.168.9.81,104.29.127.69,443,384,13.693,NORMAL_0037
5038,1700000076.162582,192.168.3.179,104.18.125.95,443,851,0.607,NORMAL_0038
5039,1700000076.169006,192.168.7.106,104.25.158.171,443,1052,6.424,NORMAL_0039
5040,1700000076.180806,192.168.9.196,104.20.21.79,443,1197,11.8,NORMAL_0040
5041,1700000076.183369,192.168.8.24,104.16.170.198,443,1369,2.563,NORMAL_0041
5042,1700000076.186633,192.168.5.207,104.29.141.12,443,1240,3.264,NORMAL_0042
5043,1700000076.187659,192.168.4.234,104.24.91.149,443,604,1.026,NORMAL_0043
5044,1700000076.201265,192.168.1.150,104.19.197.231,443,889,13.606,NORMAL_0044
5045,1700000076.203818,192.168.5.197,104.29.194.174,443,172,2.553,NORMAL_0045
5046,1700000076.204036,192.168.9.81,104.26.142.222,443,431,0.218,NORMAL_0046
5047,1700000076.247151,192.168.2.56,104.18.169.160,443,292,43.115,NORMAL_0047
5048,1700000076.250390,192.168.1.173,104.16.59.225,443,692,3.239,NORMAL_0048
5049,1700000076.262248,192.168.2.223,104.21.211.7,443,444,11.858,NORMAL_0049
5050,1700000076.262417,192.168.4.130,104.30.218.144,443,398,0.169,NORMAL_0050
5051,1700000076.266901,192.168.5.36,104.20.21.79,443,480,4.484,NORMAL_0051
5052,1700000076.270524,192.168.9.43,104.21.211.7,443,479,3.623,NORMAL_0052
5053,1700000076.276822,192.168.8.55,104.22.235.90,443,1059,6.298,NORMAL_0053
5054,1700000076.287924,192.168.2.250,104.22.130.12,443,237,11.102,NORMAL_0054
5055,1700000076.288605,192.168.4.198,104.17.240.57,443,1032,0.681,NORMAL_0055
5056,1700000076.301720,192.168.10.225,104.21.170.201,443,167,13.115,NORMAL_0056
5057,1700000076.303417,192.168.9.138,104.25.158.171,443,1183,1.697,NORMAL_0057
5058,1700000076.307229,192.168.1.187,104.23.83.250,443,612,3.812,NORMAL_0058
5059,1700000076.311972,192.168.9.76,104.16.170.198,443,585,4.743,NORMAL_0059
5060,1700000076.315257,192.168.10.148,104.25.158.171,443,640,3.285,NORMAL_0060
5061,1700000076.323281,192.168.4.49,104.25.158.171,443,121,8.024,NORMAL_0061
5062,1700000076.323501,192.168.1.249,104.27.75.111,443,1230,0.22,NORMAL_0062
5063,1700000076.324354,192.168.1.154,104.26.63.185,443,312,0.853,NORMAL_0063
5064,1700000076.327395,192.168.4.40,104.16.170.198,443,1105,3.041,NORMAL_0064
5065,1700000076.342068,192.168.2.219,104.21.154.104,443,880,14.673,NORMAL_0065
5066,1700000076.353545,192.168.5.53,104.25.80.113,443,971,11.477,NORMAL_0066
5067,1700000076.354052,192.168.4.191,104.24.250.65,443,604,0.507,NORMAL_0067
5068,1700000076.361288,192.168.10.103,104.30.218.144,443,1389,7.236,NORMAL_0068
5069,1700000076.361649,192.168.4.191,104.24.91.149,443,858,0.361,NORMAL_0069
5070,1700000076.369943,192.168.3.130,104.19.197.231,443,318,8.294,NORMAL_0070
5071,1700000076.371350,192.168.9.115,104.27.20.231,443,1300,1.407,NORMAL_0071
5072,1700000076.373484,192.168.3.139,104.29.0.134,443,1308,2.134,NORMAL_0072
5073,1700000076.375593,192.168.5.254,104.21.211.7,443,1103,2.109,NORMAL_0073
5074,1700000076.389286,192.168.7.68,104.18.125.95,443,1000,13.693,NORMAL_0074
5075,1700000076.391477,192.168.1.59,104.29.194.174,443,645,2.191,NORMAL_0075
5076,1700000076.648907,192.168.9.236,104.18.125.95,443,942,257.43,NORMAL_0076
5077,1700000076.653796,192.168.8.102,104.21.55.98,443,987,4.889,NORMAL_0077
5078,1700000076.689706,192.168.1.249,104.23.52.91,443,1269,35.91,NORMAL_0078
5079,1700000076.693419,192.168.3.72,104.16.170.198,443,1082,3.713,NORMAL_0079
5080,1700000076.703220,192.168.10.26,104.27.75.111,443,179,9.801,NORMAL_0080
5081,1700000076.705697,192.168.3.130,104.23.52.91,443,872,2.477,NORMAL_0081
5082,1700000076.710691,192.168.8.129,104.16.59.225,443,565,4.994,NORMAL_0082
5083,1700000076.723613,192.168.7.187,104.24.250.65,443,461,12.922,NORMAL_0083
5084,1700000076.727343,192.168.1.59,104.27.75.111,443,895,3.73,NORMAL_0084
5085,1700000076.731254,192.168.10.72,104.26.104.176,443,1028,3.911,NORMAL_0085
5086,1700000076.737362,192.168.4.130,104.21.55.98,443,1245,6.108,NORMAL_0086
5087,1700000076.745282,192.168.1.221,104.19.197.231,443,828,7.92,NORMAL_0087
5088,1700000076.746385,192.168.2.108,104.23.83.250,443,641,1.103,NORMAL_0088
5089,1700000076.754409,192.168.7.125,104.27.20.231,443,702,8.024,NORMAL_0089
5090,1700000076.952802,192.168.2.64,104.18.169.160,443,1093,198.393,NORMAL_0090
5091,1700000076.959436,192.168.1.173,104.25.65.50,443,1262,6.634,NORMAL_0091
5092,1700000076.963084,192.168.6.6,104.29.167.104,443,1017,3.648,NORMAL_0092
5093,1700000076.966497,192.168.7.125,104.26.142.222,443,314,3.413,NORMAL_0093
5094,1700000076.977787,192.168.2.98,104.16.170.198,443,312,11.29,NORMAL_0094
5095,1700000077.051344,192.168.4.49,104.26.63.185,443,1029,73.557,NORMAL_0095
5096,1700000077.181444,192.168.4.17,104.29.127.69,443,496,130.1,NORMAL_0096
5097,1700000077.183194,192.168.5.207,104.24.19.28,443,864,1.75,NORMAL_0097
5098,1700000077.191251,192.168.10.145,104.25.65.50,443,647,8.057,NORMAL_0098
5099,1700000077.193567,192.168.10.225,104.20.18.214,443,919,2.316,NORMAL_0099
5100,1700000077.201505,192.168.8.55,104.24.91.149,443,668,7.938,NORMAL_0100
5101,1700000077.204707,192.168.4.248,104.25.80.113,443,534,3.202,NORMAL_0101
5102,1700000077.225487,192.168.4.115,104.25.53.241,443,1365,20.78,NORMAL_0102
5103,1700000077.227265,192.168.2.16,104.23.83.250,443,913,1.778,NORMAL_0103
5104,1700000077.227760,192.168.9.76,104.27.75.111,443,1226,0.495,NORMAL_0104
5105,1700000077.230129,192.168.7.187,104.29.0.134,443,1091,2.369,NORMAL_0105
5106,1700000077.268035,192.168.3.117,104.25.65.50,443,619,37.906,NORMAL_0106
5107,1700000077.316359,192.168.2.3,104.22.186.111,443,181,48.324,NORMAL_0107
5108,1700000077.459792,192.168.7.91,104.28.169.241,443,889,143.433,NORMAL_0108
5109,1700000077.510674,192.168.6.238,104.30.218.144,443,223,50.882,NORMAL_0109
5110,1700000077.512317,192.168.4.76,104.29.141.12,443,1287,1.643,NORMAL_0110
5111,1700000077.515992,192.168.9.156,104.26.104.176,443,830,3.675,NORMAL_0111
5112,1700000077.523887,192.168.4.17,104.26.223.156,443,1213,7.895,NORMAL_0112
5113,1700000077.597994,192.168.5.53,104.29.0.134,443,149,74.107,NORMAL_0113
5114,1700000077.611740,192.168.6.113,104.23.83.250,443,465,13.746,NORMAL_0114
5115,1700000077.635885,192.168.6.29,104.24.250.65,443,177,24.145,NORMAL_0115
5116,1700000077.637146,192.168.6.226,104.29.167.104,443,497,1.261,NORMAL_0116
5117,1700000077.650671,192.168.5.253,104.25.107.184,443,380,13.525,NORMAL_0117
5118,1700000077.651362,192.168.3.139,104.16.170.198,443,556,0.691,NORMAL_0118
5119,1700000077.656561,192.168.10.225,104.26.104.176,443,148,5.199,NORMAL_0119
5120,1700000077.666189,192.168.4.172,104.20.21.79,443,1141,9.628,NORMAL_0120
5121,1700000077.667795,192.168.3.33,104.18.125.95,443,882,1.606,NORMAL_0121
5122,1700000077.693353,192.168.2.174,104.26.104.176,443,353,25.558,NORMAL_0122
5123,1700000077.712326,192.168.4.181,104.27.20.231,443,1400,18.973,NORMAL_0123
5124,1700000077.770022,192.168.6.126,104.21.55.98,443,1199,57.696,NORMAL_0124
5125,1700000077.789873,192.168.2.16,104.18.125.95,443,574,19.851,NORMAL_0125
5126,1700000077.842322,192.168.4.76,104.19.79.70,443,1081,52.449,NORMAL_0126
5127,1700000077.847928,192.168.4.43,104.21.55.98,443,848,5.606,NORMAL_0127
5128,1700000077.848875,192.168.4.130,104.25.107.184,443,1153,0.947,NORMAL_0128
5129,1700000077.854706,192.168.7.187,104.18.169.160,443,906,5.831,NORMAL_0129
5130,1700000077.856671,192.168.6.216,104.25.107.184,443,1182,1.965,NORMAL_0130
5131,1700000077.875846,192.168.4.17,104.19.79.70,443,912,19.175,NORMAL_0131
5132,1700000077.934258,192.168.1.150,104.20.135.30,443,969,58.412,NORMAL_0132
5133,1700000077.935667,192.168.9.221,104.22.186.111,443,1302,1.409,NORMAL_0133
5134,1700000077.936980,192.168.4.130,104.27.75.111,443,190,1.313,NORMAL_0134
5135,1700000077.990749,192.168.8.209,104.22.130.12,443,928,53.769,NORMAL_0135
5136,1700000078.013120,192.168.5.197,104.16.170.198,443,1342,22.371,NORMAL_0136
5137,1700000078.015073,192.168.8.64,104.18.142.90,443,1395,1.953,NORMAL_0137
5138,1700000078.039773,192.168.6.155,104.17.240.57,443,282,24.7,NORMAL_0138
5139,1700000078.041860,192.168.5.62,104.16.57.20,443,751,2.087,NORMAL_0139
5140,1700000078.048517,192.168.8.207,104.23.83.250,443,218,6.657,NORMAL_0140
5141,1700000078.058872,192.168.6.15,104.20.134.42,443,677,10.355,NORMAL_0141
5142,1700000078.061769,192.168.5.172,104.21.55.98,443,367,2.897,NORMAL_0142
5143,1700000078.062000,192.168.8.24,104.26.142.222,443,1182,0.231,NORMAL_0143
5144,1700000078.069922,192.168.6.29,104.19.79.70,443,958,7.922,NORMAL_0144
5145,1700000078.070143,192.168.7.232,104.24.19.28,443,665,0.221,NORMAL_0145
5146,1700000078.075874,192.168.4.76,104.24.250.65,443,1124,5.731,NORMAL_0146
5147,1700000078.076564,192.168.4.172,104.17.47.163,443,146,0.69,NORMAL_0147
5148,1700000078.077663,192.168.4.198,104.23.83.250,443,133,1.099,NORMAL_0148
5149,1700000078.087161,192.168.10.225,104.28.169.241,443,1173,9.498,NORMAL_0149
5150,1700000078.089329,192.168.7.125,104.21.154.104,443,1324,2.168,NORMAL_0150
5151,1700000078.095956,192.168.3.139,104.21.211.7,443,715,6.627,NORMAL_0151
5152,1700000078.101526,192.168.6.155,104.28.169.241,443,323,5.57,NORMAL_0152
5153,1700000078.102013,192.168.5.40,104.21.211.7,443,865,0.487,NORMAL_0153
5154,1700000078.102787,192.168.7.125,104.22.130.12,443,222,0.774,NORMAL_0154
5155,1700000078.103376,192.168.2.114,104.22.186.111,443,1164,0.589,NORMAL_0155
5156,1700000078.106345,192.168.8.102,104.29.176.187,443,127,2.969,NORMAL_0156
5157,1700000078.107751,192.168.9.34,104.29.176.187,443,1317,1.406,NORMAL_0157
5158,1700000078.117538,192.168.4.234,104.21.170.201,443,951,9.787,NORMAL_0158
5159,1700000078.127349,192.168.7.153,104.29.176.187,443,449,9.811,NORMAL_0159
5160,1700000078.132515,192.168.10.103,104.29.127.69,443,314,5.166,NORMAL_0160
5161,1700000078.140981,192.168.7.91,104.24.19.28,443,652,8.466,NORMAL_0161
5162,1700000078.143206,192.168.8.102,104.22.235.90,443,780,2.225,NORMAL_0162
5163,1700000078.143662,192.168.2.22,104.29.79.237,443,292,0.456,NORMAL_0163
5164,1700000078.147400,192.168.4.198,104.27.20.231,443,801,3.738,NORMAL_0164
5165,1700000078.150194,192.168.8.243,104.20.21.79,443,689,2.794,NORMAL_0165
5166,1700000078.196399,192.168.2.156,104.26.63.185,443,1284,46.205,NORMAL_0166
5167,1700000078.210846,192.168.2.98,104.23.83.250,443,1217,14.447,NORMAL_0167
5168,1700000078.240569,192.168.5.63,104.16.57.20,443,850,29.723,NORMAL_0168
5169,1700000078.251348,192.168.6.196,104.29.0.134,443,491,10.779,NORMAL_0169
5170,1700000078.253041,192.168.9.236,104.25.107.184,443,995,1.693,NORMAL_0170
5171,1700000078.253093,192.168.10.72,104.26.63.185,443,587,0.052,NORMAL_0171
5172,1700000078.255803,192.168.4.49,104.18.125.95,443,658,2.71,NORMAL_0172
5173,1700000078.272744,192.168.4.49,104.21.55.98,443,778,16.941,NORMAL_0173
5174,1700000078.272845,192.168.2.238,104.19.79.70,443,707,0.101,NORMAL_0174
5175,1700000078.296641,192.168.5.249,104.16.170.198,443,1073,23.796,NORMAL_0175
5176,1700000078.301119,192.168.8.40,104.21.154.104,443,909,4.478,NORMAL_0176
5177,1700000078.307860,192.168.2.3,104.25.80.113,443,1226,6.741,NORMAL_0177
5178,1700000078.311269,192.168.4.248,104.20.135.30,443,536,3.409,NORMAL_0178
5179,1700000078.317227,192.168.2.182,104.25.158.171,443,1190,5.958,NORMAL_0179
5180,1700000078.320704,192.168.10.243,104.20.18.214,443,916,3.477,NORMAL_0180
5181,1700000078.329301,192.168.8.55,104.26.63.185,443,582,8.597,NORMAL_0181
5182,1700000078.344105,192.168.7.49,104.25.158.171,443,380,14.804,NORMAL_0182
5183,1700000078.363439,192.168.6.103,104.23.52.91,443,338,19.334,NORMAL_0183
5184,1700000078.393189,192.168.4.248,104.20.18.214,443,1123,29.75,NORMAL_0184
5185,1700000078.393490,192.168.8.207,104.25.65.50,443,692,0.301,NORMAL_0185
5186,1700000078.394662,192.168.2.175,104.20.18.214,443,1166,1.172,NORMAL_0186
5187,1700000078.430756,192.168.10.153,104.18.169.160,443,197,36.094,NORMAL_0187
5188,1700000078.436496,192.168.2.25,104.18.142.90,443,595,5.74,NORMAL_0188
5189,1700000078.437852,192.168.7.68,104.20.134.42,443,345,1.356,NORMAL_0189
5190,1700000078.441433,192.168.10.110,104.25.107.184,443,183,3.581,NORMAL_0190
5191,1700000078.442993,192.168.4.130,104.19.79.70,443,1376,1.56,NORMAL_0191
5192,1700000078.460810,192.168.9.221,104.29.0.134,443,540,17.817,NORMAL_0192
5193,1700000078.478548,192.168.7.88,104.26.223.156,443,1009,17.738,NORMAL_0193
5194,1700000078.479423,192.168.1.29,104.26.104.176,443,1333,0.875,NORMAL_0194
5195,1700000078.485882,192.168.7.21,104.29.167.104,443,1102,6.459,NORMAL_0195
5196,1700000078.500452,192.168.9.170,104.19.79.70,443,429,14.57,NORMAL_0196
5197,1700000078.502322,192.168.2.114,104.21.170.201,443,766,1.87,NORMAL_0197
5198,1700000078.505569,192.168.10.18,104.18.169.160,443,594,3.247,NORMAL_0198
5199,1700000078.551179,192.168.7.91,104.29.127.69,443,1206,45.61,NORMAL_0199
5200,1700000078.551765,192.168.1.246,104.25.53.241,443,1003,0.586,NORMAL_0200
5201,1700000078.552374,192.168.3.179,104.25.65.50,443,1273,0.609,NORMAL_0201
5202,1700000078.555167,192.168.3.139,104.27.20.231,443,609,2.793,NORMAL_0202
5203,1700000078.621646,192.168.9.21,104.27.20.231,443,952,66.479,NORMAL_0203
5204,1700000078.639593,192.168.10.109,104.27.20.231,443,762,17.947,NORMAL_0204
5205,1700000078.645301,192.168.1.187,104.23.52.91,443,412,5.708,NORMAL_0205
5206,1700000078.646734,192.168.5.253,104.25.107.184,443,769,1.433,NORMAL_0206
5207,1700000078.654440,192.168.8.64,104.22.235.90,443,437,7.706,NORMAL_0207
5208,1700000078.661496,192.168.6.55,104.24.19.28,443,713,7.056,NORMAL_0208
5209,1700000078.678051,192.168.2.223,104.25.80.113,443,1287,16.555,NORMAL_0209
5210,1700000078.706778,192.168.4.130,104.19.79.70,443,613,28.727,NORMAL_0210
5211,1700000078.707730,192.168.6.225,104.19.79.70,443,413,0.952,NORMAL_0211
5212,1700000078.743606,192.168.3.137,104.25.80.113,443,889,35.876,NORMAL_0212
5213,1700000078.751615,192.168.9.41,104.18.142.90,443,1279,8.009,NORMAL_0213
5214,1700000078.753256,192.168.4.151,104.16.170.198,443,224,1.641,NORMAL_0214
5215,1700000078.759943,192.168.6.15,104.27.107.175,443,319,6.687,NORMAL_0215
5216,1700000078.760823,192.168.1.249,104.21.211.7,443,973,0.88,NORMAL_0216
5217,1700000078.762863,192.168.1.59,104.21.211.7,443,1005,2.04,NORMAL_0217
5218,1700000078.769860,192.168.5.112,104.26.142.222,443,215,6.997,NORMAL_0218
5219,1700000078.773123,192.168.7.106,104.23.83.250,443,1332,3.263,NORMAL_0219
5220,1700000078.776576,192.168.4.49,104.29.0.134,443,1339,3.453,NORMAL_0220
5221,1700000078.777689,192.168.5.63,104.29.176.187,443,1058,1.113,NORMAL_0221
5222,1700000078.784722,192.168.8.55,104.26.104.176,443,1146,7.033,NORMAL_0222
5223,1700000078.793700,192.168.6.155,104.30.218.144,443,408,8.978,NORMAL_0223
5224,1700000078.794841,192.168.7.106,104.21.55.98,443,917,1.141,NORMAL_0224
5225,1700000078.798186,192.168.7.49,104.29.176.187,443,1371,3.345,NORMAL_0225
5226,1700000078.802474,192.168.9.115,104.16.98.103,443,222,4.288,NORMAL_0226
5227,1700000078.811330,192.168.4.115,104.16.170.198,443,719,8.856,NORMAL_0227
5228,1700000078.812587,192.168.4.49,104.29.167.104,443,809,1.257,NORMAL_0228
5229,1700000078.814294,192.168.4.191,104.21.170.201,443,268,1.707,NORMAL_0229
5230,1700000078.825255,192.168.8.98,104.16.57.20,443,787,10.961,NORMAL_0230
5231,1700000078.831691,192.168.6.196,104.26.142.222,443,1226,6.436,NORMAL_0231
5232,1700000078.838852,192.168.1.246,104.29.79.237,443,178,7.161,NORMAL_0232
5233,1700000079.007375,192.168.7.68,104.29.79.237,443,1038,168.523,NORMAL_0233
5234,1700000079.011578,192.168.5.207,104.16.57.20,443,515,4.203,NORMAL_0234
5235,1700000079.011818,192.168.2.40,104.25.80.113,443,164,0.24,NORMAL_0235
5236,1700000079.012114,192.168.6.6,104.23.52.91,443,909,0.296,NORMAL_0236
5237,1700000079.012451,192.168.9.21,104.22.235.90,443,453,0.337,NORMAL_0237
5238,1700000079.054361,192.168.1.59,104.24.250.65,443,963,41.91,NORMAL_0238
5239,1700000079.057663,192.168.1.59,104.20.21.79,443,433,3.302,NORMAL_0239
5240,1700000079.065230,192.168.10.110,104.24.91.149,443,1228,7.567,NORMAL_0240
5241,1700000079.068869,192.168.6.148,104.16.59.225,443,1355,3.639,NORMAL_0241
5242,1700000079.083072,192.168.2.242,104.26.142.222,443,578,14.203,NORMAL_0242
5243,1700000079.130127,192.168.8.98,104.28.169.241,443,218,47.055,NORMAL_0243
5244,1700000079.130484,192.168.10.145,104.23.52.91,443,1393,0.357,NORMAL_0244
5245,1700000079.133008,192.168.4.76,104.22.130.12,443,498,2.524,NORMAL_0245
5246,1700000079.134525,192.168.5.63,104.19.197.231,443,982,1.517,NORMAL_0246
5247,1700000079.137427,192.168.4.130,104.18.169.160,443,606,2.902,NORMAL_0247
5248,1700000079.140817,192.168.7.68,104.26.142.222,443,866,3.39,NORMAL_0248
5249,1700000079.166482,192.168.2.64,104.24.91.149,443,513,25.665,NORMAL_0249
5250,1700000079.170780,192.168.5.102,104.26.142.222,443,100,4.298,NORMAL_0250
5251,1700000079.176747,192.168.8.55,104.21.170.201,443,827,5.967,NORMAL_0251
5252,1700000079.179208,192.168.4.104,104.18.142.90,443,1270,2.461,NORMAL_0252
5253,1700000079.182641,192.168.1.59,104.29.79.237,443,780,3.433,NORMAL_0253
5254,1700000079.185874,192.168.4.40,104.25.80.113,443,1148,3.233,NORMAL_0254
5255,1700000079.208861,192.168.4.191,104.29.0.134,443,1004,22.987,NORMAL_0255
5256,1700000079.209826,192.168.4.130,104.25.116.58,443,185,0.965,NORMAL_0256
5257,1700000079.217677,192.168.1.62,104.16.59.225,443,1126,7.851,NORMAL_0257
5258,1700000079.220207,192.168.1.59,104.24.250.65,443,711,2.53,NORMAL_0258
5259,1700000079.226792,192.168.9.221,104.22.186.111,443,1017,6.585,NORMAL_0259
5260,1700000079.228043,192.168.6.15,104.26.223.156,443,889,1.251,NORMAL_0260
5261,1700000079.239760,192.168.1.221,104.29.79.237,443,504,11.717,NORMAL_0261
5262,1700000079.241128,192.168.2.108,104.21.211.7,443,435,1.368,NORMAL_0262
5263,1700000079.242617,192.168.2.138,104.21.211.7,443,1118,1.489,NORMAL_0263
5264,1700000079.255853,192.168.10.148,104.29.79.237,443,1124,13.236,NORMAL_0264
5265,1700000079.258205,192.168.8.160,104.24.91.149,443,897,2.352,NORMAL_0265
5266,1700000079.265054,192.168.1.245,104.25.53.241,443,1140,6.849,NORMAL_0266
5267,1700000079.270354,192.168.4.104,104.24.19.28,443,535,5.3,NORMAL_0267
5268,1700000079.270638,192.168.9.116,104.21.170.201,443,1270,0.284,NORMAL_0268
5269,1700000079.299320,192.168.6.91,104.21.170.201,443,525,28.682,NORMAL_0269
5270,1700000079.299467,192.168.7.187,104.22.186.111,443,144,0.147,NORMAL_0270
5271,1700000079.315608,192.168.1.59,104.22.130.12,443,649,16.141,NORMAL_0271
5272,1700000079.323960,192.168.3.137,104.22.235.90,443,945,8.352,NORMAL_0272
5273,1700000079.353843,192.168.1.59,104.27.20.231,443,1028,29.883,NORMAL_0273
5274,1700000079.355692,192.168.2.242,104.18.125.95,443,1090,1.849,NORMAL_0274
5275,1700000079.403983,192.168.7.91,104.25.158.171,443,826,48.291,NORMAL_0275
5276,1700000079.425016,192.168.4.172,104.30.218.144,443,234,21.033,NORMAL_0276
5277,1700000079.431534,192.168.2.182,104.21.55.98,443,648,6.518,NORMAL_0277
5278,1700000079.441173,192.168.8.63,104.30.218.144,443,1369,9.639,NORMAL_0278
5279,1700000079.444940,192.168.8.209,104.26.223.156,443,452,3.767,NORMAL_0279
5280,1700000079.466591,192.168.8.209,104.16.170.198,443,1375,21.651,NORMAL_0280
5281,1700000079.583213,192.168.8.136,104.25.65.50,443,1083,116.622,NORMAL_0281
5282,1700000079.584296,192.168.2.114,104.27.75.111,443,111,1.083,NORMAL_0282
5283,1700000079.601205,192.168.10.227,104.29.127.69,443,1062,16.909,NORMAL_0283
5284,1700000079.606803,192.168.1.62,104.29.194.174,443,1270,5.598,NORMAL_0284
5285,1700000079.607351,192.168.1.150,104.28.169.241,443,899,0.548,NORMAL_0285
5286,1700000079.616624,192.168.4.181,104.24.19.28,443,285,9.273,NORMAL_0286
5287,1700000079.650462,192.168.8.64,104.29.127.69,443,1381,33.838,NORMAL_0287
5288,1700000079.655995,192.168.4.104,104.19.79.70,443,273,5.533,NORMAL_0288
5289,1700000079.659774,192.168.1.43,104.18.169.160,443,1180,3.779,NORMAL_0289
5290,1700000079.801323,192.168.9.156,104.28.169.241,443,1165,141.549,NORMAL_0290
5291,1700000079.804080,192.168.2.92,104.20.21.79,443,1000,2.757,NORMAL_0291
5292,1700000079.831546,192.168.5.103,104.28.169.241,443,1355,27.466,NORMAL_0292
5293,1700000079.978338,192.168.2.98,104.18.169.160,443,341,146.792,NORMAL_0293
5294,1700000079.984280,192.168.4.42,104.29.194.174,443,956,5.942,NORMAL_0294
5295,1700000079.985484,192.168.3.139,104.17.240.57,443,939,1.204,NORMAL_0295
5296,1700000079.986680,192.168.10.72,104.16.57.20,443,1291,1.196,NORMAL_0296
5297,1700000079.996328,192.168.8.209,104.21.211.7,443,1157,9.648,NORMAL_0297
5298,1700000079.998751,192.168.5.102,104.22.235.90,443,540,2.423,NORMAL_0298
5299,1700000080.006200,192.168.3.179,104.20.21.79,443,679,7.449,NORMAL_0299
5300,1700000080.013498,192.168.8.64,104.24.250.65,443,1035,7.298,NORMAL_0300
5301,1700000080.049421,192.168.7.153,104.22.235.90,443,1371,35.923,NORMAL_0301
5302,1700000080.051956,192.168.2.22,104.25.158.171,443,1037,2.535,NORMAL_0302
5303,1700000080.055223,192.168.10.225,104.16.57.20,443,110,3.267,NORMAL_0303
5304,1700000080.067610,192.168.4.248,104.24.250.65,443,418,12.387,NORMAL_0304
5305,1700000080.074370,192.168.7.153,104.27.20.231,443,605,6.76,NORMAL_0305
5306,1700000080.076458,192.168.9.215,104.27.20.231,443,893,2.088,NORMAL_0306
5307,1700000080.086885,192.168.1.175,104.16.57.20,443,932,10.427,NORMAL_0307
5308,1700000080.091875,192.168.4.172,104.23.52.91,443,1211,4.99,NORMAL_0308
5309,1700000080.096102,192.168.2.25,104.29.127.69,443,1067,4.227,NORMAL_0309
5310,1700000080.104535,192.168.1.249,104.26.142.222,443,1322,8.433,NORMAL_0310
5311,1700000080.109946,192.168.6.126,104.29.0.134,443,629,5.411,NORMAL_0311
5312,1700000080.145698,192.168.2.7,104.24.19.28,443,1026,35.752,NORMAL_0312
5313,1700000080.146436,192.168.5.207,104.16.57.20,443,1214,0.738,NORMAL_0313
5314,1700000080.146934,192.168.10.18,104.22.130.12,443,1301,0.498,NORMAL_0314
5315,1700000080.148083,192.168.5.249,104.20.134.42,443,1366,1.149,NORMAL_0315
5316,1700000080.291233,192.168.10.142,104.18.125.95,443,255,143.15,NORMAL_0316
5317,1700000080.294556,192.168.2.223,104.18.142.90,443,267,3.323,NORMAL_0317
5318,1700000080.296229,192.168.4.222,104.27.20.231,443,1339,1.673,NORMAL_0318
5319,1700000080.297375,192.168.1.207,104.16.98.103,443,860,1.146,NORMAL_0319
5320,1700000080.301433,192.168.9.57,104.19.197.231,443,836,4.058,NORMAL_0320
5321,1700000080.314330,192.168.3.117,104.27.75.111,443,1036,12.897,NORMAL_0321
5322,1700000080.318591,192.168.2.108,104.21.211.7,443,1035,4.261,NORMAL_0322
5323,1700000080.332324,192.168.7.88,104.21.154.104,443,1142,13.733,NORMAL_0323
5324,1700000080.346232,192.168.8.63,104.26.223.156,443,351,13.908,NORMAL_0324
5325,1700000080.688963,192.168.8.55,104.30.218.144,443,1110,342.731,NORMAL_0325
5326,1700000080.690421,192.168.6.196,104.17.240.57,443,1239,1.458,NORMAL_0326
5327,1700000080.708094,192.168.1.187,104.17.47.163,443,530,17.673,NORMAL_0327
5328,1700000080.801947,192.168.4.17,104.24.250.65,443,1109,93.853,NORMAL_0328
5329,1700000080.835574,192.168.4.2,104.26.223.156,443,819,33.627,NORMAL_0329
5330,1700000080.862037,192.168.9.81,104.29.127.69,443,1342,26.463,NORMAL_0330
5331,1700000080.865261,192.168.6.226,104.19.79.70,443,707,3.224,NORMAL_0331
5332,1700000080.866471,192.168.2.175,104.29.79.237,443,1016,1.21,NORMAL_0332
5333,1700000080.868474,192.168.2.175,104.27.20.231,443,870,2.003,NORMAL_0333
5334,1700000080.869518,192.168.9.76,104.18.142.90,443,218,1.044,NORMAL_0334
5335,1700000080.882176,192.168.2.64,104.16.59.225,443,682,12.658,NORMAL_0335
5336,1700000080.885877,192.168.7.187,104.20.21.79,443,768,3.701,NORMAL_0336
5337,1700000080.898867,192.168.4.172,104.27.75.111,443,1380,12.99,NORMAL_0337
5338,1700000080.899553,192.168.2.3,104.22.186.111,443,112,0.686,NORMAL_0338
5339,1700000080.936705,192.168.2.3,104.22.130.12,443,1056,37.152,NORMAL_0339
5340,1700000080.951332,192.168.5.249,104.22.130.12,443,1210,14.627,NORMAL_0340
5341,1700000080.954806,192.168.3.33,104.17.47.163,443,235,3.474,NORMAL_0341
5342,1700000080.961972,192.168.6.27,104.29.176.187,443,706,7.166,NORMAL_0342
5343,1700000080.973690,192.168.9.115,104.22.130.12,443,273,11.718,NORMAL_0343
5344,1700000080.983142,192.168.1.43,104.21.170.201,443,485,9.452,NORMAL_0344
5345,1700000081.055988,192.168.2.175,104.17.47.163,443,1373,72.846,NORMAL_0345
